method,raw_file,infra_file,raw_image_id,infra_image_id,raw_block,infra_block,reg_iou,decision,gt_regions,pred_regions,ari,cover_gt,cover_pred,boundary_precision,boundary_recall,boundary_f1,eval_area,raw_regions,infra_candidate_regions,raw_score,infra_score,auto_mask_iou
raw_led_refined,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,raw_led,1,4,0.0,0.5053746786034816,0.39600833773418653,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
mean_shift_watershed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,watershed,1,4,0.0,0.49577150645887696,0.3943926157835817,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
watershed_raw_seed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,watershed_raw,1,3,0.0,0.49555466063625686,0.3957173438006635,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
watershed_raw_led_seed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,watershed_raw_led,1,4,0.0,0.49577150645887696,0.3943926157835817,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
selective_hybrid_v4_smooth,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,merge_to_one,1,1,1.0,0.999999999999938,0.999999999999938,1.0,1.0,1.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
raw_v3_warp,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,raw,1,3,0.0,0.6640497219495755,0.5521280847731709,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
merge_to_one,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,one,1,1,1.0,0.9999999999999273,0.9999999999999273,1.0,1.0,1.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
infra_candidate,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,infra,1,5,0.0,0.33028023116342603,0.2838413123867055,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
infra_candidate_coarse,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,infra_coarse,1,3,0.0,0.41943808381489334,0.34765425910895625,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
hybrid_raw_infra,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,hybrid,1,3,0.0,0.5319667066477278,0.39852054672277537,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
raw_led_refined,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,raw_led,1,7,0.0,0.6583433286082464,0.4658401779117717,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
mean_shift_watershed,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,watershed,1,3,0.0,0.6538727147166318,0.5459280319937283,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
watershed_raw_seed,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,watershed_raw,1,3,0.0,0.6538727147166318,0.5459280319937283,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
watershed_raw_led_seed,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,watershed_raw_led,1,7,0.0,0.6492203685530004,0.4576942284645264,0.0,0.0,0.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
selective_hybrid_v4_smooth,pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,1,1,0.9053902856390382,merge_to_one,1,1,1.0,0.9999999999999273,0.9999999999999273,1.0,1.0,1.0,27513,3,5,0.8686194993466358,0.5265811028152743,0.9039549881547478
raw_v3_warp,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,raw,2,3,0.1067005369288586,0.5995437313442328,0.675029829711606,0.017224880382758635,0.033970276008420446,0.02285895661354705,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
merge_to_one,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,one,2,1,0.0,0.6184948155256121,0.7434079040680568,0.0,0.0,0.0,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
infra_candidate,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,infra,2,5,0.062466896350300394,0.357745168542824,0.3245455212233133,0.03665207877461205,0.43312101910736067,0.06758490747573294,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
infra_candidate_coarse,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,infra_coarse,2,3,0.04829346878802172,0.3712095179826346,0.35185492026258747,0.04052010885998782,0.43312101910736067,0.0741072080545141,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
hybrid_raw_infra,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,hybrid,2,3,0.06857718239249586,0.41572922216179087,0.37687167109353154,0.04504646401007323,0.4670912951157811,0.0821685603095577,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
raw_led_refined,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,raw_led,2,3,0.10095796230605997,0.5966450318324552,0.6685532521594342,0.015450643776810772,0.033970276008420446,0.021240504032166627,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
mean_shift_watershed,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,watershed,2,3,0.1174362529674532,0.5995239957150175,0.674164102185339,0.023565573770467658,0.04458598726105183,0.03083405106528626,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
watershed_raw_seed,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,watershed_raw,2,3,0.11869545003722967,0.6001476792140108,0.6755579520321023,0.02754491017960773,0.04458598726105183,0.034052452996551845,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
watershed_raw_led_seed,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,watershed_raw_led,2,3,0.1174362529674532,0.5995239957150175,0.674164102185339,0.023565573770467658,0.04458598726105183,0.03083405106528626,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
selective_hybrid_v4_smooth,pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,1,1,0.9055403117519862,mean_shift_watershed,2,3,0.1174362529674532,0.5995239957150175,0.674164102185339,0.023565573770467658,0.04458598726105183,0.03083405106528626,62044,3,5,1.0771405027480683,0.5140724215163438,0.9719137434631738
raw_v3_warp,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,raw,1,4,0.0,0.7645362806341635,0.6245003638095573,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
merge_to_one,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,one,1,1,1.0,0.9999999999998077,0.9999999999998077,1.0,1.0,1.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
infra_candidate,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,infra,1,8,0.0,0.3569437770302053,0.2420909715853901,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
infra_candidate_coarse,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,infra_coarse,1,4,0.0,0.4469005285919371,0.3121946463748554,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
hybrid_raw_infra,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,hybrid,1,4,0.0,0.5145603075443508,0.35863492974690836,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
raw_led_refined,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,raw_led,1,6,0.0,0.7504084574722248,0.5970097361518525,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
mean_shift_watershed,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,watershed,1,4,0.0,0.7742431523304615,0.6367604659071815,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
watershed_raw_seed,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,watershed_raw,1,4,0.0,0.7742431523304615,0.6367604659071815,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
watershed_raw_led_seed,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,watershed_raw_led,1,6,0.0,0.7560788082651116,0.6049986872369414,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
selective_hybrid_v4_smooth,pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,1,1,0.8677341339337112,keep_raw,1,4,0.0,0.7645362806341635,0.6245003638095573,0.0,0.0,0.0,10405,4,8,1.0045951434359022,0.7797575877582067,0.7857262945527248
